name,node_id,zone_id,control_type,control_type_name,cycle_length_in_second,x,y,geometry
,10000,0,0,unknown_control,0,-111.927863,33.423308,"<Point><coordinates>-111.927863,33.423308</coordinates></Point>"
,10001,0,0,unknown_control,0,-111.927515,33.424502,"<Point><coordinates>-111.927515,33.424502</coordinates></Point>"
,10002,0,0,unknown_control,0,-111.944288,33.414634,"<Point><coordinates>-111.944288,33.414634</coordinates></Point>"
,10003,0,0,unknown_control,0,-111.943951,33.407379,"<Point><coordinates>-111.943951,33.407379</coordinates></Point>"
,10004,0,0,unknown_control,0,-111.930426,33.423127,"<Point><coordinates>-111.930426,33.423127</coordinates></Point>"
,10005,0,0,unknown_control,0,-111.926224,33.424503,"<Point><coordinates>-111.926224,33.424503</coordinates></Point>"
,10006,0,0,unknown_control,0,-111.941266,33.424338,"<Point><coordinates>-111.941266,33.424338</coordinates></Point>"
,10007,0,0,unknown_control,0,-111.940079,33.424344,"<Point><coordinates>-111.940079,33.424344</coordinates></Point>"
,10008,0,0,unknown_control,0,-111.937736,33.424358,"<Point><coordinates>-111.937736,33.424358</coordinates></Point>"
,10009,0,0,unknown_control,0,-111.934981,33.424369,"<Point><coordinates>-111.934981,33.424369</coordinates></Point>"
,10010,0,0,unknown_control,0,-111.941261,33.421931,"<Point><coordinates>-111.941261,33.421931</coordinates></Point>"
,10011,0,0,unknown_control,0,-111.941208,33.414743,"<Point><coordinates>-111.941208,33.414743</coordinates></Point>"
,10012,0,0,unknown_control,0,-111.945773,33.426279,"<Point><coordinates>-111.945773,33.426279</coordinates></Point>"
,10013,0,0,unknown_control,0,-111.947290,33.426291,"<Point><coordinates>-111.947290,33.426291</coordinates></Point>"
,10014,0,0,unknown_control,0,-111.929663,33.424109,"<Point><coordinates>-111.929663,33.424109</coordinates></Point>"
,10015,0,0,unknown_control,0,-111.927585,33.423148,"<Point><coordinates>-111.927585,33.423148</coordinates></Point>"
,10016,0,0,unknown_control,0,-111.927436,33.422014,"<Point><coordinates>-111.927436,33.422014</coordinates></Point>"
,10017,0,0,unknown_control,0,-111.942340,33.413615,"<Point><coordinates>-111.942340,33.413615</coordinates></Point>"
,10018,0,0,unknown_control,0,-111.942390,33.421928,"<Point><coordinates>-111.942390,33.421928</coordinates></Point>"
,10019,0,0,unknown_control,0,-111.944314,33.413903,"<Point><coordinates>-111.944314,33.413903</coordinates></Point>"
,10020,0,0,unknown_control,0,-111.947870,33.413917,"<Point><coordinates>-111.947870,33.413917</coordinates></Point>"
,10021,0,0,unknown_control,0,-111.920965,33.412878,"<Point><coordinates>-111.920965,33.412878</coordinates></Point>"
,10022,0,0,unknown_control,0,-111.920944,33.411348,"<Point><coordinates>-111.920944,33.411348</coordinates></Point>"
,10023,0,0,unknown_control,0,-111.944309,33.413182,"<Point><coordinates>-111.944309,33.413182</coordinates></Point>"
,10024,0,0,unknown_control,0,-111.947868,33.413197,"<Point><coordinates>-111.947868,33.413197</coordinates></Point>"
,10025,0,0,unknown_control,0,-111.945771,33.428147,"<Point><coordinates>-111.945771,33.428147</coordinates></Point>"
,10026,0,0,unknown_control,0,-111.946483,33.428161,"<Point><coordinates>-111.946483,33.428161</coordinates></Point>"
,10027,0,0,unknown_control,0,-111.939967,33.416798,"<Point><coordinates>-111.939967,33.416798</coordinates></Point>"
,10028,0,0,unknown_control,0,-111.937021,33.414627,"<Point><coordinates>-111.937021,33.414627</coordinates></Point>"
,10029,0,0,unknown_control,0,-111.939964,33.426466,"<Point><coordinates>-111.939964,33.426466</coordinates></Point>"
,10030,0,0,unknown_control,0,-111.940808,33.426460,"<Point><coordinates>-111.940808,33.426460</coordinates></Point>"
,10031,0,0,unknown_control,0,-111.917732,33.416933,"<Point><coordinates>-111.917732,33.416933</coordinates></Point>"
,10032,0,0,unknown_control,0,-111.911792,33.417068,"<Point><coordinates>-111.911792,33.417068</coordinates></Point>"
,10033,0,0,unknown_control,0,-111.940080,33.421929,"<Point><coordinates>-111.940080,33.421929</coordinates></Point>"
,10034,0,0,unknown_control,0,-111.940034,33.419437,"<Point><coordinates>-111.940034,33.419437</coordinates></Point>"
,10035,0,0,unknown_control,0,-111.944246,33.419402,"<Point><coordinates>-111.944246,33.419402</coordinates></Point>"
,10036,0,0,unknown_control,0,-111.947969,33.419410,"<Point><coordinates>-111.947969,33.419410</coordinates></Point>"
,10037,0,0,unknown_control,0,-111.940028,33.419055,"<Point><coordinates>-111.940028,33.419055</coordinates></Point>"
,10038,0,0,unknown_control,0,-111.944245,33.418917,"<Point><coordinates>-111.944245,33.418917</coordinates></Point>"
,10039,0,0,unknown_control,0,-111.939893,33.413627,"<Point><coordinates>-111.939893,33.413627</coordinates></Point>"
,10040,0,0,unknown_control,0,-111.942634,33.413610,"<Point><coordinates>-111.942634,33.413610</coordinates></Point>"
,10041,0,0,unknown_control,0,-111.921991,33.412895,"<Point><coordinates>-111.921991,33.412895</coordinates></Point>"
,10042,0,0,unknown_control,0,-111.922104,33.411513,"<Point><coordinates>-111.922104,33.411513</coordinates></Point>"
,10043,0,0,unknown_control,0,-111.934966,33.421949,"<Point><coordinates>-111.934966,33.421949</coordinates></Point>"
,10044,0,0,unknown_control,0,-111.939508,33.427381,"<Point><coordinates>-111.939508,33.427381</coordinates></Point>"
,10045,0,0,unknown_control,0,-111.939963,33.427385,"<Point><coordinates>-111.939963,33.427385</coordinates></Point>"
,10046,0,0,unknown_control,0,-111.944299,33.423177,"<Point><coordinates>-111.944299,33.423177</coordinates></Point>"
,10047,0,0,unknown_control,0,-111.945757,33.423178,"<Point><coordinates>-111.945757,33.423178</coordinates></Point>"
,10048,0,0,unknown_control,0,-111.939961,33.425492,"<Point><coordinates>-111.939961,33.425492</coordinates></Point>"
,10049,0,0,unknown_control,0,-111.936672,33.425499,"<Point><coordinates>-111.936672,33.425499</coordinates></Point>"
,10050,0,0,unknown_control,0,-111.912825,33.419495,"<Point><coordinates>-111.912825,33.419495</coordinates></Point>"
,10051,0,0,unknown_control,0,-111.912346,33.415789,"<Point><coordinates>-111.912346,33.415789</coordinates></Point>"
,10052,0,0,unknown_control,0,-111.918283,33.412880,"<Point><coordinates>-111.918283,33.412880</coordinates></Point>"
,10053,0,0,unknown_control,0,-111.918275,33.411264,"<Point><coordinates>-111.918275,33.411264</coordinates></Point>"
,10054,0,0,unknown_control,0,-111.928950,33.421230,"<Point><coordinates>-111.928950,33.421230</coordinates></Point>"
,10055,0,0,unknown_control,0,-111.930649,33.414738,"<Point><coordinates>-111.930649,33.414738</coordinates></Point>"
,10056,0,0,unknown_control,0,-111.939892,33.413513,"<Point><coordinates>-111.939892,33.413513</coordinates></Point>"
,10057,0,0,unknown_control,0,-111.930704,33.413573,"<Point><coordinates>-111.930704,33.413573</coordinates></Point>"
,10058,0,0,unknown_control,0,-111.929070,33.424287,"<Point><coordinates>-111.929070,33.424287</coordinates></Point>"
,10059,0,0,unknown_control,0,-111.929306,33.428652,"<Point><coordinates>-111.929306,33.428652</coordinates></Point>"
,10060,0,0,unknown_control,0,-111.919406,33.412870,"<Point><coordinates>-111.919406,33.412870</coordinates></Point>"
,10061,0,0,unknown_control,0,-111.919399,33.411264,"<Point><coordinates>-111.919399,33.411264</coordinates></Point>"
,10062,0,0,unknown_control,0,-111.920315,33.412877,"<Point><coordinates>-111.920315,33.412877</coordinates></Point>"
,10063,0,0,unknown_control,0,-111.920291,33.411353,"<Point><coordinates>-111.920291,33.411353</coordinates></Point>"
,10064,0,0,unknown_control,0,-111.922591,33.412895,"<Point><coordinates>-111.922591,33.412895</coordinates></Point>"
,10065,0,0,unknown_control,0,-111.922574,33.411108,"<Point><coordinates>-111.922574,33.411108</coordinates></Point>"
,10066,0,0,unknown_control,0,-111.926238,33.420976,"<Point><coordinates>-111.926238,33.420976</coordinates></Point>"
,10067,0,0,unknown_control,0,-111.909077,33.419530,"<Point><coordinates>-111.909077,33.419530</coordinates></Point>"
,10068,0,0,unknown_control,0,-111.914710,33.419443,"<Point><coordinates>-111.914710,33.419443</coordinates></Point>"
,10069,0,0,unknown_control,0,-111.914697,33.417654,"<Point><coordinates>-111.914697,33.417654</coordinates></Point>"
,10070,0,0,unknown_control,0,-111.914751,33.416151,"<Point><coordinates>-111.914751,33.416151</coordinates></Point>"
,10071,0,0,unknown_control,0,-111.914759,33.414841,"<Point><coordinates>-111.914759,33.414841</coordinates></Point>"
,10072,0,0,unknown_control,0,-111.945779,33.429135,"<Point><coordinates>-111.945779,33.429135</coordinates></Point>"
,10073,0,0,unknown_control,0,-111.945769,33.421898,"<Point><coordinates>-111.945769,33.421898</coordinates></Point>"
,10074,0,0,unknown_control,0,-111.945798,33.413911,"<Point><coordinates>-111.945798,33.413911</coordinates></Point>"
,10075,0,0,unknown_control,0,-111.945170,33.413185,"<Point><coordinates>-111.945170,33.413185</coordinates></Point>"
,10076,0,0,unknown_control,0,-111.945204,33.411766,"<Point><coordinates>-111.945204,33.411766</coordinates></Point>"
,10077,0,0,unknown_control,0,-111.936655,33.417654,"<Point><coordinates>-111.936655,33.417654</coordinates></Point>"
,10078,0,0,unknown_control,0,-111.936609,33.414616,"<Point><coordinates>-111.936609,33.414616</coordinates></Point>"
,10079,0,0,unknown_control,0,-111.937071,33.413530,"<Point><coordinates>-111.937071,33.413530</coordinates></Point>"
,10080,0,0,unknown_control,0,-111.937097,33.414525,"<Point><coordinates>-111.937097,33.414525</coordinates></Point>"
,10081,0,0,unknown_control,0,-111.944241,33.416822,"<Point><coordinates>-111.944241,33.416822</coordinates></Point>"
,10082,0,0,unknown_control,0,-111.953246,33.416883,"<Point><coordinates>-111.953246,33.416883</coordinates></Point>"
,10083,0,0,unknown_control,0,-111.926301,33.412883,"<Point><coordinates>-111.926301,33.412883</coordinates></Point>"
,10084,0,0,unknown_control,0,-111.917064,33.412952,"<Point><coordinates>-111.917064,33.412952</coordinates></Point>"
,10085,0,0,unknown_control,0,-111.938118,33.419078,"<Point><coordinates>-111.938118,33.419078</coordinates></Point>"
,10086,0,0,unknown_control,0,-111.923261,33.412895,"<Point><coordinates>-111.923261,33.412895</coordinates></Point>"
,10087,0,0,unknown_control,0,-111.923295,33.411232,"<Point><coordinates>-111.923295,33.411232</coordinates></Point>"
,10088,0,0,unknown_control,0,-111.917668,33.423721,"<Point><coordinates>-111.917668,33.423721</coordinates></Point>"
,10089,0,0,unknown_control,0,-111.917704,33.414662,"<Point><coordinates>-111.917704,33.414662</coordinates></Point>"
,10090,0,0,unknown_control,0,-111.944303,33.424320,"<Point><coordinates>-111.944303,33.424320</coordinates></Point>"
,10091,0,0,unknown_control,0,-111.947284,33.424331,"<Point><coordinates>-111.947284,33.424331</coordinates></Point>"
,10092,0,0,unknown_control,0,-111.928855,33.418437,"<Point><coordinates>-111.928855,33.418437</coordinates></Point>"
,10093,0,0,unknown_control,0,-111.926290,33.419137,"<Point><coordinates>-111.926290,33.419137</coordinates></Point>"
,10094,0,0,unknown_control,0,-111.917123,33.413629,"<Point><coordinates>-111.917123,33.413629</coordinates></Point>"
,10095,0,0,unknown_control,0,-111.910773,33.413554,"<Point><coordinates>-111.910773,33.413554</coordinates></Point>"
,10096,0,0,unknown_control,0,-111.938159,33.423191,"<Point><coordinates>-111.938159,33.423191</coordinates></Point>"
,10097,0,0,unknown_control,0,-111.934928,33.425440,"<Point><coordinates>-111.934928,33.425440</coordinates></Point>"
,10098,0,0,unknown_control,0,-111.939989,33.416205,"<Point><coordinates>-111.939989,33.416205</coordinates></Point>"
,10099,0,0,unknown_control,0,-111.942453,33.416190,"<Point><coordinates>-111.942453,33.416190</coordinates></Point>"
,10100,0,0,unknown_control,0,-111.944240,33.416068,"<Point><coordinates>-111.944240,33.416068</coordinates></Point>"
,10101,0,0,unknown_control,0,-111.952191,33.416015,"<Point><coordinates>-111.952191,33.416015</coordinates></Point>"
,10102,0,0,unknown_control,0,-111.917123,33.414672,"<Point><coordinates>-111.917123,33.414672</coordinates></Point>"
,10103,0,0,unknown_control,0,-111.916927,33.412715,"<Point><coordinates>-111.916927,33.412715</coordinates></Point>"
,10104,0,0,unknown_control,0,-111.923287,33.417442,"<Point><coordinates>-111.923287,33.417442</coordinates></Point>"
