name,link_id,link_key,speed_sensor_id,count_sensor_id,from_node_id,to_node_id,link_type_name,direction,length,number_of_lanes,speed_limit,lane_capacity_in_vhc_per_hour,link_type,jam_density,wave_speed,demand_type_code,mode_code,network_design_flag,grade,geometry,original_geometry,map_matching_orientation_code,map_matching_loop_code,
Cent,1285,,,,1285,5018,Zonal connector,1,0.23840,7,21.0000,1428.6000,10,120.0,12.0,"","","<LineString><coordinates>-111.943374,40.616447,0.0 -111.938854,40.616730,0.0</coordinates></LineString>","<LineString><coordinates>-111.943375,40.616454,0.0 -111.938855,40.616737,0.0</coordinates></LineString>",,,
Cent,1286,,,,1286,11125,Zonal connector,1,0.46596,7,21.0000,1428.6000,10,120.0,12.0,"","","<LineString><coordinates>-111.934209,40.630776,0.0 -111.933977,40.624023,0.0</coordinates></LineString>","<LineString><coordinates>-111.934202,40.630776,0.0 -111.933970,40.624024,0.0</coordinates></LineString>",,,
Cent,1289,,,,1289,4952,Zonal connector,1,0.24269,7,21.0000,1428.6000,10,120.0,12.0,"","","<LineString><coordinates>-111.933868,40.616700,0.0 -111.929251,40.616667,0.0</coordinates></LineString>","<LineString><coordinates>-111.933868,40.616707,0.0 -111.929251,40.616674,0.0</coordinates></LineString>",,,
Cent,1289,,,,1289,5018,Zonal connector,1,0.26213,7,21.0000,1428.6000,10,120.0,12.0,"","","<LineString><coordinates>-111.933868,40.616714,0.0 -111.938855,40.616744,0.0</coordinates></LineString>","<LineString><coordinates>-111.933868,40.616707,0.0 -111.938855,40.616737,0.0</coordinates></LineString>",,,
Cent,1289,,,,1289,11124,Zonal connector,1,0.50688,7,21.0000,1428.6000,10,120.0,12.0,"","","<LineString><coordinates>-111.933875,40.616705,0.0 -111.931826,40.609524,0.0</coordinates></LineString>","<LineString><coordinates>-111.933868,40.616707,0.0 -111.931819,40.609526,0.0</coordinates></LineString>",,,
Cent,1289,,,,1289,11125,Zonal connector,1,0.50472,7,21.0000,1428.6000,10,120.0,12.0,"","","<LineString><coordinates>-111.933861,40.616707,0.0 -111.933963,40.624024,0.0</coordinates></LineString>","<LineString><coordinates>-111.933868,40.616707,0.0 -111.933970,40.624024,0.0</coordinates></LineString>",,,
Cent,1290,,,,1290,4952,Zonal connector,1,0.25162,7,21.0000,1428.6000,10,120.0,12.0,"","","<LineString><coordinates>-111.924503,40.617141,0.0 -111.929252,40.616681,0.0</coordinates></LineString>","<LineString><coordinates>-111.924502,40.617134,0.0 -111.929251,40.616674,0.0</coordinates></LineString>",,,
Cent,1296,,,,1296,5240,Zonal connector,1,0.20561,7,21.0000,1428.6000,10,120.0,12.0,"","","<LineString><coordinates>-111.915636,40.613715,0.0 -111.911927,40.614662,0.0</coordinates></LineString>","<LineString><coordinates>-111.915638,40.613722,0.0 -111.911929,40.614669,0.0</coordinates></LineString>",,,
Cent,1299,,,,1299,4958,Zonal connector,1,0.19875,7,21.0000,1428.6000,10,120.0,12.0,"","","<LineString><coordinates>-111.908049,40.616179,0.0 -111.910227,40.618534,0.0</coordinates></LineString>","<LineString><coordinates>-111.908054,40.616174,0.0 -111.910232,40.618529,0.0</coordinates></LineString>",,,
Cent,1299,,,,1299,11129,Zonal connector,1,0.36367,7,21.0000,1428.6000,10,120.0,12.0,"","","<LineString><coordinates>-111.908061,40.616173,0.0 -111.907646,40.610911,0.0</coordinates></LineString>","<LineString><coordinates>-111.908054,40.616174,0.0 -111.907639,40.610911,0.0</coordinates></LineString>",,,
