name,link_id,link_key,speed_sensor_id,count_sensor_id,from_node_id,to_node_id,link_type_name,direction,length,number_of_lanes,speed_limit,lane_capacity_in_vhc_per_hour,link_type,jam_density,wave_speed,demand_type_code,mode_code,network_design_flag,grade,geometry,original_geometry,map_matching_orientation_code,map_matching_loop_code,
(null),0,,,,1,2,Major arterial,1,2.00000,2,35.0000,900.0000,4,120.0,12.0,"","","<LineString><coordinates>0.000000,-0.015151,0.0 1.831400,-0.015151,0.0</coordinates></LineString>","<LineString><coordinates>0.000000,-0.015151,0.0 1.831400,-0.015151,0.0</coordinates></LineString>",,,
(null),0,,,,1,3,Highway/Expressway,1,4.00000,2,45.0000,1450.0000,2,120.0,12.0,"","","<LineString><coordinates>0.015151,0.000000,0.0 0.015151,3.662800,0.0</coordinates></LineString>","<LineString><coordinates>0.015151,0.000000,0.0 0.015151,3.662800,0.0</coordinates></LineString>",,,
(null),0,,,,1,5,Major arterial,1,1.00000,4,35.0000,900.0000,4,120.0,12.0,"","","<LineString><coordinates>0.010714,-0.010714,0.0 0.926414,0.904986,0.0</coordinates></LineString>","<LineString><coordinates>0.010714,-0.010714,0.0 0.926414,0.904986,0.0</coordinates></LineString>",,,
(null),0,,,,2,1,Major arterial,1,2.00000,2,35.0000,900.0000,4,120.0,12.0,"","","<LineString><coordinates>1.831400,0.015151,0.0 -0.000000,0.015151,0.0</coordinates></LineString>","<LineString><coordinates>1.831400,0.015151,0.0 -0.000000,0.015151,0.0</coordinates></LineString>",,,
(null),0,,,,2,4,Highway/Expressway,1,4.00000,2,45.0000,1450.0000,2,120.0,12.0,"","","<LineString><coordinates>1.846551,0.000000,0.0 1.846551,3.662800,0.0</coordinates></LineString>","<LineString><coordinates>1.846551,0.000000,0.0 1.846551,3.662800,0.0</coordinates></LineString>",,,
(null),0,,,,2,5,Major arterial,1,1.00000,2,35.0000,900.0000,4,120.0,12.0,"","","<LineString><coordinates>1.842114,0.010714,0.0 0.926414,0.926414,0.0</coordinates></LineString>","<LineString><coordinates>1.842114,0.010714,0.0 0.926414,0.926414,0.0</coordinates></LineString>",,,
(null),0,,,,3,1,Highway/Expressway,1,4.00000,2,45.0000,1450.0000,2,120.0,12.0,"","","<LineString><coordinates>-0.015151,3.662800,0.0 -0.015151,-0.000000,0.0</coordinates></LineString>","<LineString><coordinates>-0.015151,3.662800,0.0 -0.015151,-0.000000,0.0</coordinates></LineString>",,,
(null),0,,,,3,4,Major arterial,1,2.00000,2,35.0000,900.0000,4,120.0,12.0,"","","<LineString><coordinates>0.000000,3.647649,0.0 1.831400,3.647649,0.0</coordinates></LineString>","<LineString><coordinates>0.000000,3.647649,0.0 1.831400,3.647649,0.0</coordinates></LineString>",,,
(null),0,,,,3,6,Major arterial,1,1.00000,2,35.0000,900.0000,4,120.0,12.0,"","","<LineString><coordinates>-0.010714,3.652086,0.0 0.904986,2.736387,0.0</coordinates></LineString>","<LineString><coordinates>-0.010714,3.652086,0.0 0.904986,2.736387,0.0</coordinates></LineString>",,,
(null),0,,,,4,2,Highway/Expressway,1,4.00000,2,45.0000,1450.0000,2,120.0,12.0,"","","<LineString><coordinates>1.816249,3.662800,0.0 1.816249,-0.000000,0.0</coordinates></LineString>","<LineString><coordinates>1.816249,3.662800,0.0 1.816249,-0.000000,0.0</coordinates></LineString>",,,
(null),0,,,,4,3,Major arterial,1,2.00000,2,35.0000,900.0000,4,120.0,12.0,"","","<LineString><coordinates>1.831400,3.677951,0.0 -0.000000,3.677951,0.0</coordinates></LineString>","<LineString><coordinates>1.831400,3.677951,0.0 -0.000000,3.677951,0.0</coordinates></LineString>",,,
(null),0,,,,4,6,Major arterial,1,1.00000,2,35.0000,900.0000,4,120.0,12.0,"","","<LineString><coordinates>1.820686,3.673514,0.0 0.904986,2.757814,0.0</coordinates></LineString>","<LineString><coordinates>1.820686,3.673514,0.0 0.904986,2.757814,0.0</coordinates></LineString>",,,
(null),0,,,,5,1,Major arterial,1,1.00000,2,35.0000,900.0000,4,120.0,12.0,"","","<LineString><coordinates>0.904986,0.926414,0.0 -0.010714,0.010714,0.0</coordinates></LineString>","<LineString><coordinates>0.904986,0.926414,0.0 -0.010714,0.010714,0.0</coordinates></LineString>",,,
